Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Awake Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Awake Shapes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"BeginJob";0;0;0;13893;13893;13893;12;12;0;0;0;0;2;2;2;2;1;13893;0;0;13893;13893;0
"Broadphase Adds";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Broadphase Adds/Removes";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Broadphase Pairs";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Broadphase Removes";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Broadphase Updates";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Colliders Synced";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Collision Enter";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Collision Exit";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Collision Stay";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Continuous Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Continuous Overlaps";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"CPU Main Thread Frame Time";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"CPU Render Thread Frame Time";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"CPU Total Frame Time";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Discreet Overlaps";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Discrete Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Dynamic Bodies";0;0;0;13893;13893;13893;4;5;0;0;0;0;6;3;3;3;2;13893;0;0;13893;13893;0
"Dynamic Shapes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"EndJob";0;0;0;13893;13893;13893;12;12;0;0;0;0;2;2;2;2;1;13893;0;0;13893;13893;0
"Game Object Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GC Allocated In Frame";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GC Allocation In Frame Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GC Reserved Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GC Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GetContacts Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Gfx Reserved Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Gfx Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Global Illumination Support";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"GPU Frame Time";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"IsTouching Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"KickJobs";0;0;0;13893;13893;13893;7;12;0;0;0;0;16;8;8;8;2;13893;0;0;13893;13893;0
"Kinematic Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Kinematic Shapes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Material Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Material Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Mesh Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Mesh Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Modified Overlaps";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Narrowphase Lost Touches";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Narrowphase New Touches";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Narrowphase Touches";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Object Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Overlap Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Overlaps";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Particle Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Physics Queries";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Physics Used Memory";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Physics Used Memory (2D)";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Profiler Reserved Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Profiler Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Raycast Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Removed Contacts";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Render Textures Bytes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Render Textures Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Rigidbodies Synced";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Scene Object Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"ScheduleAllocJob";0;0;0;13893;13893;13893;7;10;0;0;0;0;8;4;4;4;2;13893;0;0;13893;13893;0
"ScheduleJob";0;0;0;13893;13893;13893;2;10;0;0;0;0;40;20;20;20;2;13893;0;0;13893;13893;0
"Shapecast Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Solver Continuous Islands";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Solver Discrete Islands";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Solver Simulation Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Solver World Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Static Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Static Colliders";0;0;0;13893;13893;13893;4;5;0;0;0;0;4;2;2;2;2;13893;0;0;13893;13893;0
"Static Shapes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"System Total Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"System Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Texture Count";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Texture Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Callbacks";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Contacts";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Joints";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Queries";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Reserved Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Shapes";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Transform Sync Calls";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Total Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Transform Parent Sync Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Transform Parent Sync Colliders";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Transform Sync Bodies";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Transform Sync Colliders";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Trigger Enter";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Trigger Exit";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Trigger Overlaps";0;0;0;13893;13893;13893;4;5;0;0;0;0;6;3;3;3;2;13893;0;0;13893;13893;0
"Trigger Stay";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Video Reserved Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"Video Used Memory";0;0;0;13893;13893;13893;5;5;0;0;0;0;2;1;1;1;2;13893;0;0;13893;13893;0
"WaitForCompleted";0;0;0;13893;13893;13893;9;12;0;0;0;0;20;10;10;10;2;13893;0;0;13893;13893;0
