Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"UniversalRenderPipeline.RenderSingleCameraInternal: Main Camera";1.0075;0.592846;6.100116;80974;80851;80865;7;7;349.746104419231;1.169719;0.905038;1.273961;299;1;1;1;299;80757;0.592846;6.100116;80851;80865;0.707577
"Inl_RecordRenderGraph";0.980769;0.816847;1.712769;80815;80861;81018;7;7;303.69933873415;1.015717;0.909923;1.079423;299;1;1;1;299;80757;0.816847;1.712769;80861;81018;1.040807
"Inl_On Record Render Graph";0.954154;0.793077;1.67823;80869;80861;81018;8;8;295.383651196957;0.9879052;0.884308;1.051;299;1;1;1;299;80757;0.793077;1.67823;80861;81018;1.013654
"ExecuteRenderGraph";0.945577;0.533807;6.049115;80946;80851;80865;8;8;331.158610522747;1.107554;0.848;1.192962;299;1;1;1;299;80757;0.533807;6.049115;80851;80865;0.653577
"CullScriptable";0.915308;0.648846;2.25977;80835;80825;80848;7;7;291.925958037376;0.976341;0.826269;1.06923;299;1;1;1;299;80757;0.648846;2.25977;80825;80848;0.848115
"Inl_ExecuteRenderGraph";0.889423;0.721923;3.189731;80872;81020;81024;7;7;277.706963837147;0.9287859;0.823154;0.97373;299;1;1;1;299;80757;0.721923;3.189731;81020;81024;0.975385
"WaitForJobGroupID";0.851921;0.168308;6.757537;80859;80851;80865;9;11;298.43451296899;0.9981087;0.688577;1.180539;1396;5;2;8;299;80757;0.0005;4.795846;80820;80865;0.554577
"PostLateUpdate.ProfilerEndFrame";0.489423;0.400077;1.283192;80875;80997;81024;2;2;153.582574486732;0.5136541;0.450269;0.55077;299;1;1;1;299;80757;0.400077;1.283192;80997;81024;0.549308
"Profiler.FlushCounters";0.485115;0.3965;1.27777;80875;80997;81024;3;3;152.357261478901;0.5095561;0.4465;0.546807;299;1;1;1;299;80757;0.3965;1.27777;80997;81024;0.544846
"RenderLoop.Prepare";0.457001;0.358154;0.707154;80926;80993;80991;13;14;3.54542399942875;0.5064892;0.443423;0.501192;14;2;2;2;7;80801;0.177;0.355923;80993;80991;0
"CullResults.CreateSharedRendererScene";0.445077;0.282192;1.6915;80781;80884;80848;8;8;145.533043324947;0.4867326;0.365231;0.522346;299;1;1;1;299;80757;0.282192;1.6915;80884;80848;0.459693
"Profiler.FlushMemoryCounters";0.422;0.342423;1.209116;80813;80997;81024;4;4;132.679841756821;0.4437453;0.386;0.476884;299;1;1;1;299;80757;0.342423;1.209116;80997;81024;0.474577
"RenderLoop.ScheduleDraw";0.402153;0.069116;5.564615;80875;80851;80865;10;11;168.759431099053;0.5644128;0.315384;0.615846;1847;6;6;8;299;80757;0.001;4.852846;80953;80865;0.183037
"EndRenderQueueExtraction";0.399269;0.250308;1.571424;80777;80884;80848;9;9;132.908467680216;0.4445099;0.328192;0.484385;299;1;1;1;299;80757;0.250308;1.571424;80884;80848;0.425808
"EndGraphicsJobs";0.339077;0.115423;2.410077;80873;80827;81018;3;3;117.133988009926;0.3917525;0.238153;0.442847;1196;4;4;4;299;80757;0.000192;2.406385;80790;81018;0.225346
"PreLateUpdate.EndGraphicsJobsAfterScriptUpdate";0.337616;0.114616;2.407769;80807;80827;81018;2;2;116.796385787427;0.3906234;0.237231;0.442193;299;1;1;1;299;80757;0.114616;2.407769;80827;81018;0.22423
"Gfx.EndAsyncJobFrame";0.334462;0.112346;2.401577;80873;80827;81018;4;4;115.847081594169;0.3874484;0.234769;0.438769;299;1;1;1;299;80757;0.112346;2.401577;80827;81018;0.221116
"SceneCulling";0.316616;0.222346;1.231769;80961;81022;80858;8;8;102.156114712358;0.3416592;0.266924;0.370885;299;1;1;1;299;80757;0.222346;1.231769;81022;80858;0.256269
"Gfx.WaitForRenderThread";0.306423;0.109231;2.366154;80873;80827;81018;5;5;109.099384531379;0.3648809;0.210346;0.425923;299;1;1;1;299;80757;0.109231;2.366154;80827;81018;0.198038
"Semaphore.WaitForSignal";0.305116;0.108345;2.361961;80873;80827;81018;4;6;108.59922177039;0.3632081;0.209;0.424192;598;2;2;2;299;80757;0.00023;2.361346;80785;81018;0.196654
"DrawOpaqueObjects";0.298731;0.030769;2.106423;80973;80851;80921;9;9;119.602430606261;0.4000081;0.236807;0.445346;299;1;1;1;299;80757;0.030769;2.106423;80851;80921;0.129154
"EngineJob";0.292808;0.007422;1.012538;80919;80957;80841;10;12;88.3713168196846;0.2975465;0.253308;0.335731;778;3;1;5;297;80757;0.000538;0.590038;80831;81021;0.393115
"Idle";0.286346;0.004577;4.487307;80881;80959;80865;10;12;30.6676901043393;0.4259401;0.143384;0.414616;76;1;1;2;72;80767;0.004577;4.23923;80959;80865;0
"ExecuteRenderQueueJob";0.267077;0.195;0.574154;80757;80881;81021;12;12;76.6372997313738;0.2859601;0.239384;0.304116;280;1;1;2;268;80757;0.184115;0.574154;80917;81021;0.370654
"Inl_Setup Forward Lights";0.2205;0.176654;0.624269;80790;80927;81024;8;8;68.8640319406986;0.2303145;0.203115;0.239;299;1;1;1;299;80757;0.176654;0.624269;80927;81024;0.215539
"Inl_Setup Light Constants";0.215308;0.172731;0.616847;80942;80927;81024;9;9;67.303154706955;0.2250942;0.1985;0.233231;299;1;1;1;299;80757;0.172731;0.616847;80927;81024;0.210384
"RenderLoop.Sort";0.200307;0.120115;0.290539;80926;80801;80922;13;13;1.01599898934364;0.2031998;0.183692;0.221346;5;1;1;1;5;80801;0.120115;0.290539;80801;80922;0
"Inl_Forward+ Setup";0.168692;0.137769;0.358231;80758;80923;81018;9;9;53.1662287712097;0.1778135;0.1565;0.187577;299;1;1;1;299;80757;0.137769;0.358231;80923;81018;0.148577
"DrawScreenSpaceUI";0.147039;0.116846;0.373384;80945;80977;80894;9;9;46.9450858682394;0.157007;0.136231;0.165;598;2;2;2;299;80757;0.033307;0.323923;80977;80894;0.141154
"Update.ScriptRunBehaviourUpdate";0.132038;0.111615;6.091577;81050;80950;80765;2;2;50.3141198903322;0.1682746;0.124577;0.140615;299;1;1;1;299;80757;0.111615;6.091577;80950;80765;0.141077
"BehaviourUpdate";0.130807;0.110538;6.088692;81015;80950;80765;3;3;49.9248531535268;0.1669728;0.123539;0.139307;299;1;1;1;299;80757;0.110538;6.088692;80950;80765;0.139885
"Inl_Blit Color LUT";0.113423;0.098423;0.234;80899;80888;80956;8;8;36.1677679046988;0.1209624;0.106346;0.122769;299;1;1;1;299;80757;0.098423;0.234;80888;80956;0.125923
"CullSendEvents";0.112923;0.021115;0.878154;80810;81034;80858;9;9;39.2174669038504;0.1311621;0.095577;0.141116;299;1;1;1;299;80757;0.021115;0.878154;81034;80858;0.091192
"Inl_ColorGradingLUT";0.105269;0.092;0.220885;81006;80888;80987;9;9;33.5910349190235;0.1123446;0.099654;0.113769;299;1;1;1;299;80757;0.092;0.220885;80888;80987;0.116923
"UIEvents.CanvasManagerRenderOverlays";0.094577;0.077307;0.313962;80891;80949;80894;10;10;30.9759229794145;0.1035984;0.088808;0.105462;299;1;1;1;299;80757;0.077307;0.313962;80949;80894;0.099077
"UI.RenderOverlays";0.093346;0.076538;0.312769;80907;80949;80894;11;11;30.4164269194007;0.1017272;0.087923;0.102154;299;1;1;1;299;80757;0.076538;0.312769;80949;80894;0.097962
"Inl_NRPRGComp_ExecuteBeginRenderpassCommand";0.08761299;0.06923;1.2295;80971;81020;80853;8;8;30.0316959116608;0.1004405;0.080577;0.100078;1794;6;6;6;299;80757;0.005192;1.048731;80838;80853;0.104846
"PostLateUpdate.PlayerUpdateCanvases";0.086192;0.072;0.394231;80948;80950;80831;2;2;27.7714979425073;0.09288126;0.081962;0.092461;299;1;1;1;299;80757;0.072;0.394231;80950;80831;0.096039
"Canvas.RenderOverlays";0.085231;0.070077;0.301808;80877;80955;80894;12;12;27.674132026732;0.09255563;0.080539;0.092731;299;1;1;1;299;80757;0.070077;0.301808;80955;80894;0.090808
"Material.SetPassFast";0.075922;0.056693;0.278655;80994;80985;81023;4;13;24.3299828907475;0.08137118;0.068999;0.083154;897;3;3;3;299;80757;0.013384;0.230039;81032;81023;0.071732
"PrepareSceneNodes";0.073269;0.015;0.250538;80776;80836;80862;9;9;24.325430941768;0.08135596;0.065731;0.092923;299;1;1;1;299;80757;0.015;0.250538;80836;80862;0.066731
"UIEvents.WillRenderCanvases";0.070653;0.060884;0.379385;81053;80972;80831;3;3;22.9596859365702;0.07678825;0.066962;0.075346;299;1;1;1;299;80757;0.060884;0.379385;80972;80831;0.084154
"UGUI.Rendering.UpdateBatches";0.069693;0.060115;0.378424;81053;80972;80831;4;4;22.6506198830903;0.07575458;0.066231;0.074193;299;1;1;1;299;80757;0.060115;0.378424;80972;80831;0.083115
"Inl_Forward+ Upload";0.068231;0.034692;0.25373;81042;80853;80849;10;10;21.861646939069;0.07311588;0.062384;0.075269;299;1;1;1;299;80757;0.034692;0.25373;80853;80849;0.059038
"LineRenderer.ScheduleGeometryJobs";0.066077;0.025076;0.378924;81046;81011;81034;8;8;21.9056928846985;0.07326318;0.053807;0.083462;299;1;1;1;299;80757;0.025076;0.378924;81011;81034;0.058885
"WatermarkRender";0.064846;0.045885;0.276038;80769;80838;81023;3;3;20.9382149465382;0.07002748;0.059038;0.073308;299;1;1;1;299;80757;0.045885;0.276038;80838;81023;0.047308
"Setup Camera Properties";0.060539;0.052424;0.253577;80925;80865;80816;9;9;19.7405809601769;0.06602201;0.057077;0.065346;598;2;2;2;299;80757;0.009615;0.229577;80900;80816;0.065885
"Inl_UniversalRenderPipeline.CreateCameraData";0.058154;0.051462;0.413154;80765;80884;80794;6;6;19.4226939603686;0.06495884;0.054962;0.063423;299;1;1;1;299;80757;0.051462;0.413154;80884;80794;0.069038
"Inl_Setup Camera Properties";0.055462;0.048845;0.227885;80799;80976;81024;8;8;17.9910029387102;0.06017058;0.052653;0.059539;598;2;2;2;299;80757;0.010577;0.171539;80813;81024;0.067808
"RG_UberPost";0.054846;0.032538;0.179347;80771;81025;81029;9;9;17.9592379443347;0.06006434;0.0495;0.061577;299;1;1;1;299;80757;0.032538;0.179347;81025;81029;0.032538
"Inl_UniversalRenderPipeline.CreateRenderingData";0.054153;0.044;0.163923;80857;80957;81034;7;7;17.361416965723;0.05806494;0.051116;0.057269;299;1;1;1;299;80757;0.044;0.163923;80957;81034;0.045885
"Inl_ComputeHashRenderGraph";0.052231;0.041807;0.279;80819;80949;80795;7;7;17.0066869482398;0.05687855;0.048231;0.057961;299;1;1;1;299;80757;0.041807;0.279;80949;80795;0.059616
"UnityEngine.UI.dll!UnityEngine.EventSystems::EventSystem.Update() [Invoke]";0.051962;0.043923;5.981115;81045;80950;80765;4;4;24.7474567554891;0.08276741;0.048808;0.055538;299;1;1;1;299;80757;0.043923;5.981115;80950;80765;0.056462
"Blit Color LUT";0.051884;0.045231;0.131423;81033;81001;81017;9;9;16.3166189417243;0.05457063;0.049231;0.055616;299;1;1;1;299;80757;0.045231;0.131423;81001;81017;0.053769
"ColorGradingLUT";0.050077;0.043923;0.129615;81045;81001;81017;10;10;15.6693069636822;0.05240571;0.0475;0.053423;299;1;1;1;299;80757;0.043923;0.129615;81001;81017;0.051538
"Inl_UpdateVolumeFramework";0.046769;0.041962;0.118269;80876;80881;80940;6;6;14.8520719446242;0.04967248;0.044538;0.049885;299;1;1;1;299;80757;0.041962;0.118269;80881;80940;0.052885
"ScheduleGeometryJobs";0.045231;0.006039;0.357769;80821;81011;81034;9;9;15.2444969536737;0.05098494;0.032231;0.060885;299;1;1;1;299;80757;0.006039;0.357769;81011;81034;0.037846
"Inl_Initialize Frame";0.042769;0.036577;0.174769;80831;80806;81055;8;8;13.6646019592881;0.04570101;0.040077;0.046692;299;1;1;1;299;80757;0.036577;0.174769;80806;81055;0.049924
"Inl_NRPRGComp_ExecuteCreateResources";0.041845;0.034229;0.175926;80964;81020;81036;8;8;13.2938369516633;0.04446099;0.038769;0.045195;5083;17;17;17;299;80757;0.000115;0.138423;80757;81036;0.047115
"PostLateUpdate.UpdateAudio";0.041539;0.027039;0.1085;80902;80866;80849;2;2;13.2354219797999;0.04426562;0.039885;0.044423;299;1;1;1;299;80757;0.027039;0.1085;80866;80849;0.046423
"Inl_UniversalRenderPipeline.InitializeAdditionalCameraData";0.041116;0.033116;0.348962;81000;81040;80806;6;6;13.8474600054324;0.04631257;0.037615;0.047423;299;1;1;1;299;80757;0.033116;0.348962;81040;80806;0.053654
"Inl_ScriptableRenderer.SetPerCameraShaderVariables";0.041115;0.03673;0.198615;80845;80976;81024;9;9;13.5013739308342;0.0451551;0.039385;0.043577;598;2;2;2;299;80757;0.007539;0.158346;80773;81024;0.050423
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases() [Invoke]";0.041115;0.036038;0.155615;81036;80950;80777;5;5;13.3571009859443;0.04467258;0.03923;0.043653;299;1;1;1;299;80757;0.036038;0.155615;80950;80777;0.049077
"VolumeManager.Update";0.039423;0.035538;0.107423;80777;80881;80940;7;7;12.6273839846253;0.04223206;0.03773;0.042192;299;1;1;1;299;80757;0.035538;0.107423;80881;80940;0.044154
"AudioManager.Update";0.037962;0.023346;0.102962;80987;80866;80849;3;3;12.070458939299;0.04036943;0.036308;0.040653;299;1;1;1;299;80757;0.023346;0.102962;80866;80849;0.042616
"Profiler.CollectLegacyStats";0.037038;0.030808;0.129769;80790;80992;80856;4;4;11.6293869204819;0.03889427;0.034308;0.040115;299;1;1;1;299;80757;0.030808;0.129769;80992;80856;0.041846
"Inl_NRPRGComp_ExecuteDestroyResources";0.037036;0.029001;0.173614;80894;81020;80981;8;8;11.871143968543;0.03970282;0.03354;0.041386;5083;17;17;17;299;80757;0.000115;0.150654;80757;80981;0.044999
"GUI.ProcessEvents";0.035384;0.012308;0.371577;80757;80933;80932;3;3;1.35342199448496;0.04101279;0.015038;0.041962;36;1;1;2;33;80757;0.002039;0.371577;80941;80932;0
"Inl_CompileRenderGraph";0.034807;0.029654;0.158038;80841;80761;80849;7;7;11.1942039690912;0.03743881;0.032923;0.037153;299;1;1;1;299;80757;0.029654;0.158038;80761;80849;0.041
"PostLateUpdate.UpdateCustomRenderTextures";0.033615;0.012039;0.1255;81029;80866;80955;2;2;10.8167259581387;0.03617634;0.030692;0.037461;299;1;1;1;299;80757;0.012039;0.1255;80866;80955;0.032346
"Inl_RG_UberPost";0.032769;0.024731;0.223269;81044;81020;80760;8;8;11.1946999635547;0.03744047;0.029153;0.038731;299;1;1;1;299;80757;0.024731;0.223269;81020;80760;0.040385
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::DebugUpdater.Update() [Invoke]";0.032038;0.027347;0.094077;80886;81010;80977;4;4;9.80887593515217;0.03280561;0.030423;0.033884;299;1;1;1;299;80757;0.027347;0.094077;81010;80977;0.036154
"Setup Forward Lights";0.031769;0.026077;0.139077;80795;81016;81022;9;9;10.2578679788858;0.03430725;0.03023;0.034154;299;1;1;1;299;80757;0.026077;0.139077;81016;81022;0.033346
"CustomRenderTextures.Update";0.031;0.009077;0.123385;80989;80866;80955;3;3;10.0458549549803;0.03359818;0.028115;0.034654;299;1;1;1;299;80757;0.009077;0.123385;80866;80955;0.029577
"Inl_UniversalRenderPipeline.InitializeStackedCameraData";0.030269;0.026154;0.150116;81011;80959;80862;7;7;9.84962295554578;0.03294188;0.0285;0.032846;299;1;1;1;299;80757;0.026154;0.150116;80959;80862;0.0365
"Inl_ScriptableRenderer.ClearRenderingState";0.030154;0.025384;0.159577;80811;81020;81055;9;9;9.75111796148121;0.03261244;0.028039;0.033577;299;1;1;1;299;80757;0.025384;0.159577;81020;81055;0.037154
"CullAllVisibleLights";0.029885;0.024385;0.1325;80898;80776;81034;9;9;11.1656089518219;0.03734317;0.027423;0.043154;299;1;1;1;299;80757;0.024385;0.1325;80776;81034;0.049039
"PostLateUpdate.PlayerSendFrameStarted";0.028461;0.013807;0.145654;80758;80951;81052;2;2;8.94884997792542;0.02992926;0.024269;0.032423;299;1;1;1;299;80757;0.013807;0.145654;80951;81052;0.0195
"CullSceneDynamicObjects";0.028;0.026962;0.038384;80916;80959;80925;11;11;0.552386997267604;0.029073;0.027693;0.029769;19;1;1;1;19;80760;0.026962;0.038384;80959;80925;0
"PrepareSceneCullingParameters";0.027308;0.022;0.147962;80793;80982;81038;8;8;8.8240579944104;0.0295119;0.0255;0.029307;299;1;1;1;299;80757;0.022;0.147962;80982;81038;0.030231
"UIEvents.IMGUIRenderOverlays";0.026577;0.019192;0.080038;80874;81022;80992;10;10;8.41403597965837;0.02814059;0.024654;0.029423;299;1;1;1;299;80757;0.019192;0.080038;81022;80992;0.023538
"EarlyUpdate.PhysicsResetInterpolatedTransformPosition";0.026539;0.021577;0.111308;80922;81023;80932;2;2;8.34249797835946;0.02790133;0.0255;0.027961;299;1;1;1;299;80757;0.021577;0.111308;81023;80932;0.03227
"Inl_DrawOpaqueObjects";0.0265;0.016654;0.10023;80812;81019;80958;8;8;8.32038998045027;0.02782739;0.022692;0.028923;299;1;1;1;299;80757;0.016654;0.10023;81019;80958;0.02477
"InputProcess";0.025346;0.020269;0.171808;80793;80852;80965;2;2;9.98533899663016;0.03339578;0.024385;0.026923;598;2;2;2;299;80757;0.0045;0.163654;80851;80965;0.03177
"Audio.FMODSystemUpdate";0.02477;0.012039;0.084808;80844;80866;80849;4;4;7.86150397546589;0.02629266;0.023961;0.026423;299;1;1;1;299;80757;0.012039;0.084808;80866;80849;0.029077
"Inl_RG_FinalBlit";0.023731;0.019346;0.074154;80874;81020;80828;8;8;7.64695597998798;0.0255751;0.022461;0.025847;299;1;1;1;299;80757;0.019346;0.074154;81020;80828;0.029846
"DrawTransparentObjects";0.023692;0.014115;4.866038;80922;80851;80865;9;9;36.5931114656851;0.122385;0.019462;0.05723;299;1;1;1;299;80757;0.014115;4.866038;80851;80865;0.021961
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes() [Invoke]";0.023577;0.008116;0.074461;80843;80884;80778;3;3;7.21966396644711;0.02414603;0.021962;0.029;299;1;1;1;299;80757;0.008116;0.074461;80884;80778;0.029384
"GUI.Repaint";0.023385;0.016962;0.077423;81013;81022;80992;11;11;7.42862596921623;0.0248449;0.021692;0.025538;299;1;1;1;299;80757;0.016962;0.077423;81022;80992;0.02
"UpdateReflectionProbeAtlas";0.023231;0.018616;0.128846;80796;81016;81022;10;10;7.35292797535658;0.02459173;0.021924;0.024885;299;1;1;1;299;80757;0.018616;0.128846;81016;81022;0.022654
"Profiler.CollectPhysicsStats";0.021347;0.0175;0.106;80863;81023;80932;3;3;6.72727797366679;0.02249926;0.020423;0.022461;299;1;1;1;299;80757;0.0175;0.106;81023;80932;0.026885
"Profiler.FlushCountersWithFlushOnEndOfFrame";0.021231;0.015346;0.182577;80794;81012;80808;4;4;6.7717269808054;0.02264792;0.019885;0.022692;299;1;1;1;299;80757;0.015346;0.182577;81012;80808;0.023577
"ReflectionProbes.Update";0.020269;0.005192;0.070884;80825;80884;80778;4;4;6.14438697230071;0.02054979;0.018846;0.025654;299;1;1;1;299;80757;0.005192;0.070884;80884;80778;0.025731
"RG_FinalBlit";0.020192;0.0165;0.127961;81028;80971;81009;9;9;6.59654397144914;0.02206202;0.018577;0.022346;299;1;1;1;299;80757;0.0165;0.127961;80971;81009;0.023308
"BeginRenderQueueExtraction";0.01977;0.015654;0.151615;81009;80874;81021;9;9;6.61835497058928;0.02213497;0.018423;0.021385;299;1;1;1;299;80757;0.015654;0.151615;80874;81021;0.017577
"PlayerConnection.Poll";0.019423;0.016384;0.712578;80855;80950;80865;3;4;10.7588690081611;0.03598284;0.018384;0.021192;598;2;2;2;299;80757;0.007846;0.356731;80950;80865;0.025884
"Profiler.CollectAudioStats";0.01923;0.015845;0.108731;81039;80870;80856;5;5;6.12377398787066;0.02048085;0.017884;0.021039;598;2;2;2;299;80757;0.005538;0.095962;80783;80856;0.019885
"Inl_UniversalRenderPipeline.SetupPerCameraShaderConstants";0.018731;0.0165;0.08527;80868;80981;80977;7;7;6.0019549857825;0.02007343;0.017923;0.020077;299;1;1;1;299;80757;0.0165;0.08527;80981;80977;0.021154
"Inl_UniversalRenderPipeline.CreateLightData";0.018731;0.015462;0.0655;81007;81022;80961;8;8;5.78965897858143;0.01936341;0.017769;0.019846;299;1;1;1;299;80757;0.015462;0.0655;81022;80961;0.016346
"CompileRenderGraph";0.018269;0.013885;0.0725;81010;80781;80785;8;8;6.13407096918672;0.02051529;0.016808;0.021231;299;1;1;1;299;80757;0.013885;0.0725;80781;80785;0.017885
"FixedUpdate.NewInputFixedUpdate";0.01823;0.011461;0.083577;81049;80764;80862;2;2;5.51269198139198;0.0184371;0.016424;0.019962;498;2;1;2;299;80757;0.0025;0.080539;80961;80862;0.015039
"PostLateUpdate.MemoryFrameMaintenance";0.017961;0.013692;0.083346;81034;81035;80828;2;2;5.89417198859155;0.01971295;0.015923;0.021231;299;1;1;1;299;80757;0.013692;0.083346;81035;80828;0.018192
"Update.ScriptRunDelayedTasks";0.017654;0.014846;0.136385;81035;81023;80868;2;2;5.78520398680121;0.01934851;0.016731;0.018654;299;1;1;1;299;80757;0.014846;0.136385;81023;80868;0.018193
"RG_FinalSetup";0.017269;0.013192;0.124192;80991;80832;81008;9;9;6.21858197823167;0.02079793;0.015654;0.019461;299;1;1;1;299;80757;0.013192;0.124192;80832;81008;0.017846
"Inl_UniversalRenderPipeline.SetupPerFrameShaderConstants";0.017115;0.015307;0.087615;80803;80965;81026;5;5;5.44837397988886;0.01822199;0.016538;0.018308;299;1;1;1;299;80757;0.015307;0.087615;80965;81026;0.019846
"RG_FinalFSRScale";0.016692;0.014192;0.221962;80898;80863;81018;9;9;5.89311198983341;0.0197094;0.015538;0.017807;299;1;1;1;299;80757;0.014192;0.221962;80863;81018;0.020115
"afterCullingOutputReady.Invoke";0.016308;0.013577;0.099885;80999;81023;80865;10;10;5.44861800502986;0.0182228;0.015654;0.017346;299;1;1;1;299;80757;0.013577;0.099885;81023;80865;0.019731
"UnityEngine.CoreModule.dll!UnityEngine::UnitySynchronizationContext.ExecuteTasks() [Invoke]";0.015807;0.013192;0.1345;80927;81024;80868;3;3;5.23437997233123;0.01750629;0.014962;0.016808;299;1;1;1;299;80757;0.013192;0.1345;81024;80868;0.016115
"Inl_RG_FinalFSRScale";0.015231;0.013308;0.068423;80931;80973;80783;8;8;4.98223697859794;0.016663;0.014423;0.016616;299;1;1;1;299;80757;0.013308;0.068423;80973;80783;0.021115
"Inl_UpdateReflectionProbeAtlas";0.014961;0.012923;0.071654;80842;80865;80876;10;10;4.68274899199605;0.01566137;0.014154;0.015846;299;1;1;1;299;80757;0.012923;0.071654;80865;80876;0.01727
"Inl_RG_FinalSetup";0.014808;0.012308;0.140077;81004;81040;80801;8;8;4.94657097570598;0.01654372;0.013693;0.016731;299;1;1;1;299;80757;0.012308;0.140077;81040;80801;0.021192
"FrameEvents.NewInputBeforeRenderUpdate";0.014576;0.005423;0.095577;80982;80952;81052;3;3;4.55480398377404;0.01523346;0.012154;0.017308;299;1;1;1;299;80757;0.005423;0.095577;80952;81052;0.008
"EarlyUpdate.UpdateInputManager";0.014461;0.011577;0.055269;80977;80858;80801;2;2;4.45550197642297;0.01490134;0.013769;0.015346;299;1;1;1;299;80757;0.011577;0.055269;80858;80801;0.019769
"EarlyUpdate.UpdateCanvasRectTransform";0.014269;0.011653;0.071538;80866;81023;81027;2;2;4.40139099489897;0.01472037;0.013692;0.015077;299;1;1;1;299;80757;0.011653;0.071538;81023;81027;0.016
"CullObjectsWithoutUmbra";0.013962;0.013538;0.024192;80907;80959;80925;12;12;0.279268999584019;0.01469837;0.013693;0.014846;19;1;1;1;19;80760;0.013538;0.024192;80959;80925;0
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendPreWillRenderCanvases() [Invoke]";0.013923;0.010808;0.057423;80906;80952;80829;5;5;4.45365598145872;0.01489517;0.013039;0.014769;299;1;1;1;299;80757;0.010808;0.057423;80952;80829;0.014462
"UIEvents.UpdateCanvasRectTransform";0.013462;0.007885;0.05227;80997;80949;80892;3;3;4.17268799152225;0.01395548;0.012385;0.015038;299;1;1;1;299;80757;0.007885;0.05227;80949;80892;0.009308
"VolumeManager.ReplaceData";0.013154;0.011538;0.054577;80782;80949;80804;8;8;4.17568898573518;0.01396552;0.012769;0.013846;299;1;1;1;299;80757;0.011538;0.054577;80949;80804;0.014423
"PostLateUpdate.UpdateResolution";0.013154;0.009615;0.067346;80963;80861;80946;2;2;4.23685699049383;0.01417009;0.011807;0.014577;299;1;1;1;299;80757;0.009615;0.067346;80861;80946;0.015
"FixedUpdate.PhysicsFixedUpdate";0.012654;0.008654;0.312615;80789;80857;81030;2;2;4.08395798667334;0.01365872;0.010846;0.013923;498;2;1;2;299;80757;0.002692;0.303731;80799;81030;0.011346
