Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"LOD.ComputeLOD";0.012076;0.009;0.045462;80938;80982;81023;9;10;3.75411298329709;0.01255556;0.011231;0.013038;598;2;2;2;299;80757;0.0005;0.044692;80801;81023;0.012347
"Audibility computation";0.011962;0.005;0.058;80899;80866;81047;5;5;3.74487598612905;0.01252467;0.011538;0.012577;299;1;1;1;299;80757;0.005;0.058;80866;81047;0.014231
"Inl_DrawTransparentObjects";0.011346;0.008769;0.078961;80946;81020;80859;8;8;3.61445598304272;0.01208848;0.0105;0.0125;299;1;1;1;299;80757;0.008769;0.078961;81020;80859;0.014923
"Inl_UniversalRenderPipeline.GetMainLightIndex";0.011077;0.009346;0.050384;80804;80923;80953;9;9;3.42119499109685;0.01144212;0.0105;0.011885;299;1;1;1;299;80757;0.009346;0.050384;80923;80953;0.009615
"PostLateUpdate.PresentAfterDraw";0.011038;0.008269;0.201116;80843;81017;80841;2;2;3.68234798405319;0.01231555;0.010423;0.011962;299;1;1;1;299;80757;0.008269;0.201116;81017;80841;0.011885
"DestroyCullResults";0.010692;0.008577;0.024885;80823;80870;80850;3;3;3.28141998779029;0.01097465;0.009961;0.011539;299;1;1;1;299;80757;0.008577;0.024885;80870;80850;0.011538
"EarlyUpdate.PollPlayerConnection";0.010616;0.008885;0.357615;80862;80950;80865;2;2;5.67199595551938;0.01896989;0.010077;0.011654;299;1;1;1;299;80757;0.008885;0.357615;80950;80865;0.014269
"Inl_DrawScreenSpaceUI";0.010577;0.008461;0.070269;81041;81019;80821;8;8;3.36649499996565;0.01125918;0.009809;0.011653;598;2;2;2;299;80757;0.003346;0.063654;81020;80821;0.012692
"Inl_Draw Main Light Shadowmap";0.010538;0.008385;0.090192;80758;80782;80761;8;8;3.36607099510729;0.01125776;0.009654;0.011577;299;1;1;1;299;80757;0.008385;0.090192;80782;80761;0.011615
"Layout";0.010462;0.008385;0.059462;81017;80978;80980;6;6;3.40342100057751;0.01138268;0.009962;0.011269;299;1;1;1;299;80757;0.008385;0.059462;80978;80980;0.013
"Inl_LightCookies";0.010423;0.00823;0.069462;80807;81016;80758;10;10;3.32662498950958;0.01112584;0.009616;0.011538;299;1;1;1;299;80757;0.00823;0.069462;81016;80758;0.011962
"Inl_UniversalRenderPipeline.CreateShadowData";0.010423;0.008269;0.095231;80811;80957;80783;8;8;3.60626498609781;0.01206109;0.009846;0.011193;299;1;1;1;299;80757;0.008269;0.095231;80957;80783;0.009923
"Assembly-CSharp.dll!::CameraController.Update() [Invoke]";0.010269;0.008231;0.048577;80770;80857;80866;4;4;3.62697299569845;0.01213034;0.009538;0.011154;299;1;1;1;299;80757;0.008231;0.048577;80857;80866;0.010462
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.GetRenderFrameInterval() [Invoke]";0.010231;0.007347;0.091576;80815;81021;80849;2;5;3.35644097876502;0.01122556;0.009807999;0.010846;1196;4;4;4;299;80757;0.000269;0.076192;80762;80849;0.009732001
"Initialization.DirectorSampleTime";0.009654;0.007538;0.104616;81017;80980;80798;2;2;3.0032300055027;0.01004425;0.009115;0.010269;299;1;1;1;299;80757;0.007538;0.104616;80980;80798;0.009808
"PostLateUpdate.PlayerEmitCanvasGeometry";0.009577;0.007538;0.120923;80780;80874;80956;2;2;3.13650299143046;0.01048998;0.009;0.010308;299;1;1;1;299;80757;0.007538;0.120923;80874;80956;0.011
"PostLateUpdate.PlayerSendFrameComplete";0.009385;0.007116;0.185923;80852;81032;81024;2;2;3.26017798995599;0.01090361;0.008693;0.010231;299;1;1;1;299;80757;0.007116;0.185923;81032;81024;0.011692
"Graphics.PresentAndSync";0.009385;0.007;0.199;80962;80838;80841;3;3;3.11011499539018;0.01040172;0.008846;0.010307;299;1;1;1;299;80757;0.007;0.199;80838;80841;0.010231
"EarlyUpdate.RendererNotifyInvisible";0.009384;0.007692;0.088307;80887;81023;80972;2;2;3.1358799925074;0.01048789;0.008961;0.009961;299;1;1;1;299;80757;0.007692;0.088307;81023;80972;0.012116
"Device.Present";0.008885;0.006539;0.198423;80999;80838;80841;4;4;2.94827999221161;0.009860468;0.00827;0.009769;299;1;1;1;299;80757;0.006539;0.198423;80838;80841;0.009615
"Director.SampleTime";0.008847;0.006731;0.10377;80797;80980;80798;3;3;2.75351099576801;0.009209067;0.008346;0.009385;299;1;1;1;299;80757;0.006731;0.10377;80980;80798;0.009116
"PostLateUpdate.EnlightenRuntimeUpdate";0.008846;0.005847;0.354654;81009;80947;81027;2;2;3.24492098204792;0.01085258;0.007923;0.010231;299;1;1;1;299;80757;0.005847;0.354654;80947;81027;0.008077
"PlayerEndOfFrame";0.00873;0.006538;0.076346;80841;81032;80937;3;3;2.88275899458677;0.009641334;0.008077;0.0095;299;1;1;1;299;80757;0.006538;0.076346;81032;80937;0.010962
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate() [Invoke]";0.008653;0.004885;0.086384;80895;80952;81052;3;4;2.6583779930661;0.008890896;0.007653;0.009539;1096;4;3;4;299;80757;0.000307;0.081115;80811;81052;0.005999
"UnityEngine.IMGUIModule.dll!UnityEngine::Event.Internal_MakeMasterEventCurrent() [Invoke]";0.008615;0.006154;0.33;80837;81025;80932;4;12;3.18591500789626;0.01065523;0.007962;0.009692;335;1;1;3;299;80757;0.0005;0.323;80941;80932;0.006154
"Inl_ScriptableRenderer.SetupCullingParameters";0.008577;0.007;0.058654;80821;80842;80836;7;7;2.79588800203055;0.009350796;0.008;0.0095;299;1;1;1;299;80757;0.007;0.058654;80842;80836;0.010462
"RenderLoop.CleanupNodeQueue";0.008078;0.005655;0.204539;80927;80973;80994;7;9;2.81557798210997;0.009416649;0.007346;0.008924;897;3;3;3;299;80757;0.000539;0.199231;80917;80994;0.006809
"PrepareSceneNodesCombineJob";0.008;0.0055;0.059884;80871;80957;80844;12;12;2.48318599304184;0.008743613;0.007154;0.008962;284;1;1;1;284;80757;0.0055;0.059884;80957;80844;0.009846
"FrameEvents.OnBeforeRenderCallback";0.008;0.004077;0.074039;80884;80972;80779;3;3;2.56415799353272;0.008575779;0.006654;0.009116;299;1;1;1;299;80757;0.004077;0.074039;80972;80779;0.006
"UGUI.Rendering.EmitWorldScreenspaceCameraGeometry";0.00773;0.005923;0.048346;80920;80874;80898;4;4;2.43975199130364;0.008159705;0.00723;0.008346;598;2;2;2;299;80757;0.001154;0.0465;80816;80898;0.008691
"ReflectionProbeAnchorManagerUpdate";0.007423;0.005461;0.067846;80924;80984;80823;8;10;2.3540029944852;0.00787292;0.006884;0.008078;598;2;2;2;299;80757;0.002077;0.063423;80953;80823;0.006269
"Inl_Forward+ Complete";0.007346;0.00477;0.082193;81006;80763;81050;10;10;2.32346399547532;0.007770783;0.0065;0.008154;299;1;1;1;299;80757;0.00477;0.082193;80763;81050;0.005654
"GeneralConnection.Poll";0.007269;0.005962;0.041654;80903;80866;80957;5;5;2.27385199023411;0.007604856;0.006846;0.007846;299;1;1;1;299;80757;0.005962;0.041654;80866;80957;0.009884
"TransformChangeSystem";0.007037;0.005464999;0.039729;80860;80951;80907;3;9;2.20361398090608;0.007369946;0.006576;0.007654001;3289;11;11;11;299;80757;0.00023;0.032808;80757;80907;0.009195
"RenderingCommandBuffer.PrepareKeywords";0.007001;0.005269;0.07042301;80792;80908;80987;10;11;2.43121898308164;0.008131167;0.006576;0.007576999;1495;5;5;5;299;80757;0.000538;0.064846;80922;80987;0.006694
"CoroutinesDelayedCalls";0.006924;0.005075;0.073463;81048;80884;80826;3;4;2.34256198894582;0.007834655;0.006384;0.007693;1694;6;5;6;299;80757;0.000192;0.070308;80757;80826;0.007077
"PreUpdate.InputForUIUpdate";0.006577;0.005384;0.009423;80974;80969;81021;2;2;2.00161099387333;0.006694351;0.00627;0.007;299;1;1;1;299;80757;0.005384;0.009423;80969;81021;0.0075
"PostLateUpdate.UpdateAllRenderers";0.006461;0.005346;0.038961;80757;80843;80978;2;2;2.0260449917987;0.00677607;0.005962;0.007115;299;1;1;1;299;80757;0.005346;0.038961;80843;80978;0.007115
"EndDynamicVBOFrame";0.006423;0.004308;0.195039;80859;80838;80841;5;5;2.15291199786589;0.007200375;0.005846;0.007;299;1;1;1;299;80757;0.004308;0.195039;80838;80841;0.006962
"AudioProfiler.CaptureFrame";0.006347;0.004769;0.063308;80761;81033;80805;6;6;2.0471959952265;0.006846809;0.005885;0.006961;299;1;1;1;299;80757;0.004769;0.063308;81033;80805;0.006
"Inl_Set Motion Vector Global Matrices";0.006346;0.005269;0.118539;80876;80806;80893;8;8;2.21591799287125;0.007411097;0.005924;0.006846;299;1;1;1;299;80757;0.005269;0.118539;80806;80893;0.006923
"EarlyUpdate.UpdatePreloading";0.006307;0.005039;0.038384;81043;80943;81020;2;2;2.07608399866149;0.006943425;0.005885;0.006731;299;1;1;1;299;80757;0.005039;0.038384;80943;81020;0.008116
"JobHandle.Complete";0.00623;0.003693;0.056039;80942;80763;81009;11;11;1.90347199002281;0.006366127;0.005385;0.006885;299;1;1;1;299;80757;0.003693;0.056039;80763;81009;0.004385
"Profiler.SerializeStats";0.006193;0.004885;0.013077;80913;80884;80994;5;5;1.92157399374992;0.006426669;0.005692;0.006923;299;1;1;1;299;80757;0.004885;0.013077;80884;80994;0.006923
"UnityEngine.CoreModule.dll!UnityEngine::Application.InvokeOnBeforeRender() [Invoke]";0.006192;0.002577;0.072;80960;80972;80779;4;4;2.00402199965902;0.006702415;0.005077;0.00723;299;1;1;1;299;80757;0.002577;0.072;80972;80779;0.003346
"UIEvents.CanvasmanagerEmitOnScreenGeometry";0.006154;0.004885;0.046731;81001;80839;80898;3;3;1.96707999659702;0.006578863;0.00573;0.006654;299;1;1;1;299;80757;0.004885;0.046731;80839;80898;0.006654
"Loading.UpdatePreloading";0.005885;0.004653;0.037846;80995;80998;81020;3;3;1.95011099381372;0.00652211;0.0055;0.006347;299;1;1;1;299;80757;0.004653;0.037846;80998;81020;0.007615
"PostLateUpdate.UpdateRectTransform";0.005538;0.00423;0.010307;80824;80954;81038;2;2;1.70002099359408;0.005685689;0.005231;0.005923;299;1;1;1;299;80757;0.00423;0.010307;80954;81038;0.005962
"GarbageCollector.CollectIncremental";0.005384;0.004154;0.061692;80996;81032;80894;5;5;1.7553459983319;0.005870722;0.005077;0.005769;299;1;1;1;299;80757;0.004154;0.061692;81032;80894;0.007884
"EarlyUpdate.PlayerCleanupCachedData";0.00527;0.004538;0.008731;81048;80995;80763;2;2;1.61828399822116;0.005412321;0.005;0.005692;299;1;1;1;299;80757;0.004538;0.008731;80995;80763;0.006193
"Physics.PrepareSimulationStage";0.005231;0.003346;0.010076;80972;81007;81026;3;3;1.55773999646772;0.005209833;0.004462;0.005692;498;2;1;2;299;80757;0.001;0.006846;80763;81026;0.004692
"UpdatePreloading";0.005154;0.004;0.036962;80893;80830;81020;4;4;1.72265899227932;0.005761401;0.004769;0.0055;299;1;1;1;299;80757;0.004;0.036962;80830;81020;0.006615
"Cleanup Unused Cached Data";0.004961;0.004192;0.008423;81008;81037;80763;3;3;1.51378099387512;0.005062812;0.004693;0.005346;299;1;1;1;299;80757;0.004192;0.008423;81037;80763;0.005808
"PreUpdate.WindUpdate";0.004923;0.003846;0.019769;80842;80950;81011;2;2;1.51406599069014;0.005063766;0.004654;0.00527;299;1;1;1;299;80757;0.003846;0.019769;80950;81011;0.004962
"Inl_Setup Debug Properties";0.004884;0.0035;0.095231;80846;80763;81024;8;8;1.64315699855797;0.005495508;0.004538;0.005384;299;1;1;1;299;80757;0.0035;0.095231;80763;81024;0.005346
"CullResultsToNativeArrays";0.004846;0.003039;0.008077;80927;80972;80853;8;8;1.45965700084344;0.004881796;0.004308;0.005385;299;1;1;1;299;80757;0.003039;0.008077;80972;80853;0.003461
"Physics.RunSimulationStage";0.00473;0.002923;0.300076;81039;80806;81030;3;3;1.73828901012894;0.005813675;0.004077;0.005538;498;2;1;2;299;80757;0.001038;0.296692;80762;81030;0.004462
"UnityEngine.InputForUIModule.dll!UnityEngine.InputForUI::EventProvider.NotifyUpdate() [Invoke]";0.004577;0.003461;0.006847;80766;80941;80849;3;3;1.38327199383639;0.004626328;0.004346;0.004923;299;1;1;1;299;80757;0.003461;0.006847;80941;80849;0.004923
"FixedUpdate.AudioFixedUpdate";0.004577;0.002923;0.007692;80985;80764;80849;2;2;1.38276699345442;0.004624639;0.004077;0.005114;498;2;1;2;299;80757;0.000461;0.006653;80882;80849;0.004115
"FindActiveLights";0.004538;0.003539;0.029731;80975;81004;81009;10;10;1.42979399370961;0.00478192;0.004307;0.004924;299;1;1;1;299;80757;0.003539;0.029731;81004;81009;0.006115
"PlayerCleanupCachedData";0.0045;0.003769;0.007576;81011;81037;80763;4;4;1.37199599831365;0.004588615;0.004269;0.004846;299;1;1;1;299;80757;0.003769;0.007576;81037;80763;0.005231
"Initialize Frame";0.004423;0.003384;0.069539;80792;80860;80977;9;9;1.47638699761592;0.004937749;0.004154;0.004692;299;1;1;1;299;80757;0.003384;0.069539;80860;80977;0.005577
"Graphics.DrawProcedural";0.004423;0.002922;0.046962;81052;80980;80983;10;11;1.65538398822537;0.005536401;0.004077;0.004847;1495;5;5;5;299;80757;0.000307;0.0435;80833;80983;0.004461
"ApplyPass.PrepareKeywords";0.004386;0.002461;0.073461;81010;81045;80834;5;14;1.55492199613946;0.005200408;0.003808;0.004922;897;3;3;3;299;80757;0.000577;0.070269;80955;80834;0.003577
"FixedUpdate.DirectorFixedUpdate";0.004308;0.002962;0.008077;80907;80944;80760;2;2;1.29171199008124;0.004320107;0.00377;0.004692;498;2;1;2;299;80757;0.000616;0.006885;80868;80760;0.004193
"Inl_RG_SetupPostFX";0.004307;0.003385;0.052115;80799;81020;80782;8;8;1.42261499678716;0.00475791;0.003923;0.005038;299;1;1;1;299;80757;0.003385;0.052115;81020;80782;0.005423
"SpeedTreeWindManager.Update";0.004231;0.003231;0.019038;81055;80950;81011;3;3;1.31275699613616;0.004390492;0.004;0.004615;299;1;1;1;299;80757;0.003231;0.019038;80950;81011;0.004193
"Render";0.00423;0.003615;0.056846;80892;80985;80865;6;6;1.40622199932113;0.004703084;0.004;0.004462;299;1;1;1;299;80757;0.003615;0.056846;80985;80865;0.005692
"AddDirectionalLights";0.004077;0.00323;0.006538;80823;80994;80938;10;10;1.23614399367943;0.004134261;0.003807;0.004385;299;1;1;1;299;80757;0.00323;0.006538;80994;80938;0.004115
"Application.Integrate Assets in Background";0.003961;0.003076;0.035462;80824;81013;81020;5;5;1.36489799502306;0.004564876;0.003654;0.004308;299;1;1;1;299;80757;0.003076;0.035462;81013;81020;0.005231
"Director.PrepareFrame";0.003922;0.001962;0.039193;81004;80954;80822;3;3;1.20795599332632;0.004039987;0.0035;0.004308;2491;9;7;9;299;80757;7.6E-05;0.036115;80795;80822;0.003
"Connections.Process";0.003885;0.003231;0.007577;80871;80941;81008;6;6;1.1895079954993;0.003978288;0.003692;0.004154;299;1;1;1;299;80757;0.003231;0.007577;80941;81008;0.005231
"Initialization.UpdateCameraMotionVectors";0.003846;0.002923;0.005538;80792;80990;81054;2;2;1.15723099675961;0.003870338;0.0035;0.004192;299;1;1;1;299;80757;0.002923;0.005538;80990;81054;0.004154
"PreLateUpdate.ScriptRunBehaviourLateUpdate";0.003769;0.001269;0.008192;80819;80975;81018;2;2;1.11910999729298;0.003742843;0.003;0.004385;299;1;1;1;299;80757;0.001269;0.008192;80975;81018;0.001808
"GUITexture.Draw";0.003731;0.002115;0.083115;81042;80765;80799;4;4;1.27656599204056;0.004269451;0.003269;0.00427;299;1;1;1;299;80757;0.002115;0.083115;80765;80799;0.003577
"Physics.SyncTransforms";0.003692;0.00227;0.007155;80861;81007;81026;4;4;1.10314699308947;0.003689455;0.003115;0.004039;498;2;1;2;299;80757;0.000731;0.004693;80909;81026;0.003192
"PostLateUpdate.DirectorLateUpdate";0.003577;0.00123;0.007115;80884;80975;81020;2;2;1.04500999627635;0.003495017;0.002847;0.004077;299;1;1;1;299;80757;0.00123;0.007115;80975;81020;0.002347
"PrepareUpdateRendererBoundingVolumes";0.003537;0.002615;0.040884;80840;81004;80995;3;10;1.10222498889198;0.003686371;0.003153;0.003847;897;3;3;3;299;80757;0.000423;0.038769;80888;80995;0.003539
"ReflectionProbeAnchorPositionUpdate";0.0035;0.002308;0.0625;80791;80923;80823;9;11;1.13545499567408;0.003797508;0.003154;0.003884;598;2;2;2;299;80757;0.00073;0.060769;80953;80823;0.002538
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Volume.Update() [Invoke]";0.0035;0.002693;0.005692;80805;80927;80919;4;4;1.05796999600716;0.003538361;0.003192;0.003807;299;1;1;1;299;80757;0.002693;0.005692;80927;80919;0.003615
"AddCustomActiveLocalLights";0.003385;0.00277;0.025038;80880;81049;80887;10;10;1.06884199753404;0.003574722;0.003231;0.003654;299;1;1;1;299;80757;0.00277;0.025038;81049;80887;0.004
"Camera.Render";0.003346;0.002;0.047846;80814;80896;80799;3;3;1.1529149946291;0.003855903;0.002923;0.003807;299;1;1;1;299;80757;0.002;0.047846;80896;80799;0.003385
"TimeManager.Update";0.00327;0.002539;0.041654;80884;81022;80864;3;3;1.04206599551253;0.003485171;0.003115;0.003538;299;1;1;1;299;80757;0.002539;0.041654;81022;80864;0.004692
"AudioManager.FixedUpdate";0.003076;0.001847;0.0055;80970;80968;80849;3;3;0.934535997788771;0.003125538;0.002769;0.003461;498;2;1;2;299;80757;0.000192;0.004885;80936;80849;0.002615
"FrameEvents.XRBeginFrame";0.003039;0.001923;0.046115;80948;80949;80814;3;3;1.0388039983809;0.003474261;0.002808;0.003384;299;1;1;1;299;80757;0.001923;0.046115;80949;80814;0.003115
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsUIOverlayRenderedBySRP() [Invoke]";0.003;0.002;0.068808;80896;80942;80782;3;3;1.03054499137215;0.003446639;0.002654;0.003423;299;1;1;1;299;80757;0.002;0.068808;80942;80782;0.002615
"PreUpdate.NewInputUpdate";0.002962;0.002385;0.330423;80835;80855;80861;2;2;1.31123799458146;0.004385411;0.002731;0.003385;299;1;1;1;299;80757;0.002385;0.330423;80855;80861;0.004923
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef() [Invoke]";0.002924;0.001807;0.345577;80993;80778;81027;3;3;1.34345699707046;0.004493167;0.002577;0.003346;299;1;1;1;299;80757;0.001807;0.345577;80778;81027;0.002308
"Assembly-CSharp.dll!::SelectionController.Update() [Invoke]";0.002923;0.002346;0.010616;80948;80934;80765;4;4;0.911418996751308;0.003048224;0.002731;0.003193;299;1;1;1;299;80757;0.002346;0.010616;80934;80765;0.003116
"TerrainManager.CullAllTerrains";0.002847;0.002423;0.072039;80876;80838;80831;8;8;1.03478899924085;0.003460833;0.002692;0.003077;299;1;1;1;299;80757;0.002423;0.072039;80838;80831;0.003423
"EarlyUpdate.ScriptRunDelayedStartupFrame";0.002731;0.001923;0.005385;80838;80975;80849;2;2;0.846962996991351;0.002832652;0.0025;0.003077;299;1;1;1;299;80757;0.001923;0.005385;80975;80849;0.002424
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke]";0.002692;0.001769;0.005154;81019;80947;81026;3;4;0.820536998915486;0.002744271;0.002424;0.002962;1096;4;3;4;299;80757;0.00023;0.002884;80771;81011;0.002692
"FixedUpdate.ScriptRunBehaviourFixedUpdate";0.002615;0.001692;0.004961;80912;80833;81026;2;2;0.787389999633888;0.002633411;0.002307;0.002922;498;2;1;2;299;80757;0.000461;0.00377;80763;80967;0.002423
"Draw Main Light Shadowmap";0.002615;0.001923;0.063153;80814;80852;80776;9;9;0.982357994653285;0.003285478;0.002308;0.002923;299;1;1;1;299;80757;0.001923;0.063153;80852;80776;0.003192
"EarlyUpdate.ProcessMouseInWindow";0.002577;0.001654;0.004692;80872;80935;80865;2;2;0.773973996634595;0.002588542;0.002347;0.002807;299;1;1;1;299;80757;0.001654;0.004692;80935;80865;0.003269
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.GetCurrentPipelineAssetType() [Invoke]";0.002577;0.001654;0.006846;80935;81017;80769;3;3;0.813182999147102;0.002719676;0.002269;0.003038;299;1;1;1;299;80757;0.001654;0.006846;81017;80769;0.001731
"PreUpdate.IMGUISendQueuedEvents";0.002538;0.002;0.379038;80772;80851;80932;2;2;2.34456600644626;0.007841358;0.002347;0.002846;299;1;1;1;299;80757;0.002;0.379038;80851;80932;0.002731
"PostLateUpdate.DirectorRenderImage";0.002462;0.001116;0.038654;80781;80972;80822;2;2;0.803549996460788;0.002687458;0.001923;0.003077;299;1;1;1;299;80757;0.001116;0.038654;80972;80822;0.002115
"PreLateUpdate.ConstraintManagerUpdate";0.002462;0.001808;0.019654;80985;80947;80868;2;2;0.778427998302504;0.002603438;0.00227;0.002731;299;1;1;1;299;80757;0.001808;0.019654;80947;80868;0.00277
"UIEvents.CanvasManagerEmitOffScreenGeometry";0.002424;0.001769;0.005346;80789;80903;80849;3;3;0.745303998934105;0.002492656;0.002193;0.002692;299;1;1;1;299;80757;0.001769;0.005346;80903;80849;0.003193
"Update.DirectorUpdate";0.002423;0.000962;0.005923;80792;80955;80935;2;2;0.762314998661168;0.002549548;0.002;0.003077;299;1;1;1;299;80757;0.000962;0.005923;80955;80935;0.002847
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.HandleRenderPipelineChange() [Invoke]";0.002423;0.001693;0.00427;81042;80982;81018;3;3;0.760737994045485;0.002544274;0.002192;0.00277;598;2;2;2;299;80757;0.000346;0.003308;80847;80920;0.003385
"CullSceneDynamicObjectsCombineJob";0.002385;0.001808;0.00273;80916;80959;81054;11;11;0.0188070002477616;0.002350875;0.002269;0.002423;8;1;1;1;8;80760;0.001808;0.00273;80959;81054;0
"GC.Alloc";0.002385;0.0015;0.013459;80928;80964;80765;5;5;0.0173439998179674;0.005781333;0.0015;0.002385;21;2;2;17;3;80765;0.000192;0.004154;80765;80765;0
"FindBrightestDirectionalLight";0.002385;0.001577;0.003808;80944;80969;80769;10;10;0.721999995643273;0.002414716;0.002192;0.002615;299;1;1;1;299;80757;0.001577;0.003808;80969;80769;0.002076
"Physics.Interpolation";0.002385;0.001922;0.004539;80956;80884;80769;3;3;0.740953999673366;0.002478107;0.002231;0.002653;598;2;2;2;299;80757;0.000154;0.004077;80828;80769;0.002692
"Initialization.AsyncUploadTimeSlicedUpdate";0.002346;0.001769;0.046538;80845;80852;80834;2;2;0.75468299689237;0.002524023;0.002154;0.002538;299;1;1;1;299;80757;0.001769;0.046538;80852;80834;0.002577
"Initialization.XREarlyUpdate";0.002231;0.001731;0.003385;81012;81024;80901;2;2;0.696418997482397;0.00232916;0.002115;0.0025;299;1;1;1;299;80757;0.001731;0.003385;81024;80901;0.002461
"Director.ProcessFrame";0.00223;0.001422;0.004615;80822;80947;80849;3;3;0.67779099879408;0.00226686;0.002001;0.002461;2491;9;7;9;299;80757;7.6E-05;0.001385;80765;80849;0.002538
"Flush DSP connections";0.002193;0.000731;0.004039;80926;80866;81000;6;6;0.666785997629631;0.002230054;0.002038;0.002423;299;1;1;1;299;80757;0.000731;0.004039;80866;81000;0.002269
"LateBehaviourUpdate";0.002116;0.000577;0.004692;80851;80972;80832;3;3;0.651038997573778;0.002177388;0.001615;0.002693;299;1;1;1;299;80757;0.000577;0.004692;80972;80832;0.001038
"PostLateUpdate.ScriptRunDelayedDynamicFrameRate";0.002;0.000692;0.044885;80880;80949;80928;2;2;0.647000995813869;0.002163883;0.001615;0.002346;299;1;1;1;299;80757;0.000692;0.044885;80949;80928;0.001116
"LightCookies";0.002;0.001462;0.035269;81001;81027;80946;10;10;0.726856998400763;0.00243096;0.001808;0.002269;299;1;1;1;299;80757;0.001462;0.035269;81027;80946;0.002577
"SpeedTreeWindManager.UpdateGlobalAndLocalWinds";0.001962;0.0015;0.002961;80889;80867;81021;4;4;0.597999000339769;0.001999997;0.001846;0.002154;299;1;1;1;299;80757;0.0015;0.002961;80867;81021;0.001846
"addCustomLights.Invoke";0.001924;0.001459;0.023502;81045;80862;80887;11;11;0.614968996080279;0.002056753;0.00177;0.002117;2093;7;7;7;299;80757;7.7E-05;0.021885;80836;80887;0.002193
"Inl_Setup Main Shadowmap";0.001923;0.001115;0.016462;80763;80980;80925;9;9;0.608956999145448;0.002036646;0.001654;0.002231;299;1;1;1;299;80757;0.001115;0.016462;80980;80925;0.00227
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate() [Invoke]";0.001885;0.00123;0.004115;80843;80950;80930;3;4;0.581160992471268;0.001943682;0.00173;0.002039;1096;4;3;4;299;80757;0.00023;0.002231;80780;80861;0.001923
"PostLateUpdate.VFXUpdate";0.001885;0.001346;0.003539;81015;80949;80979;2;2;0.580928999814205;0.001942906;0.001693;0.002116;299;1;1;1;299;80757;0.001346;0.003539;80949;80979;0.001885
"Inl_ScriptableRenderer.InternalFinishRenderingCommon";0.001847;0.001346;0.050039;80919;80935;80956;7;7;0.619915001210757;0.002073294;0.001692;0.002077;299;1;1;1;299;80757;0.001346;0.050039;80935;80956;0.001692
"Connections.Poll";0.001807;0.001077;0.035;80778;80950;80957;6;6;0.609338996582665;0.002037923;0.001615;0.002192;299;1;1;1;299;80757;0.001077;0.035;80950;80957;0.002615
"Inl_RenderPipeline.EndCameraRendering";0.001769;0.001038;0.040385;80887;80784;80929;6;6;0.688536997884512;0.002302799;0.001615;0.002038;299;1;1;1;299;80757;0.001038;0.040385;80784;80929;0.002039
"RenderTexture.GarbageCollectTemporary";0.00173;0.00123;0.003807;81042;80881;80763;5;5;0.528933998430148;0.00176901;0.001539;0.001923;299;1;1;1;299;80757;0.00123;0.003807;80881;80763;0.002115
"FixedUpdate.DirectorFixedUpdatePostPhysics";0.001692;0.000808;0.004808;80892;81039;81026;2;2;0.479123995115515;0.001602421;0.001115;0.001846;498;2;1;2;299;80757;0.000615;0.003962;80759;81030;0.001384
"Set Motion Vector Global Matrices";0.001653;0.001116;0.0275;80832;80882;80777;9;9;0.524388998281211;0.001753809;0.0015;0.001808;299;1;1;1;299;80757;0.001116;0.0275;80882;80777;0.002077
"EarlyUpdate.ExecuteMainThreadJobs";0.001577;0.001154;0.056577;80933;80852;80865;2;2;0.544340997585095;0.001820538;0.001461;0.001769;299;1;1;1;299;80757;0.001154;0.056577;80852;80865;0.001577
"EarlyUpdate.UpdateAsyncInstantiate";0.001577;0.001116;0.003039;81053;80857;80982;2;2;0.494382997858338;0.001653455;0.001461;0.001808;299;1;1;1;299;80757;0.001116;0.003039;80857;80982;0.002154
"PreUpdate.PhysicsUpdate";0.001539;0.001192;0.00277;80863;80840;81026;2;2;0.477067997097038;0.001595545;0.001423;0.001693;299;1;1;1;299;80757;0.001192;0.00277;80840;81026;0.001923
"Update Lights";0.0015;0.000962;0.034038;80806;80763;80978;3;3;0.507873997441493;0.001698575;0.001192;0.001846;299;1;1;1;299;80757;0.000962;0.034038;80763;80978;0.001769
"EarlyUpdate.XRUpdate";0.0015;0.001192;0.00273;80818;80809;80988;2;2;0.467274996219203;0.001562793;0.001385;0.001654;299;1;1;1;299;80757;0.001192;0.00273;80809;80988;0.001423
